audio,label
19327241492739792541.wav,label_19327241492739792541.txt
19327241492739876293.wav,label_19327241492739876293.txt
19327251492060993222.wav,label_19327251492060993222.txt
19327251492061073198.wav,label_19327251492061073198.txt
19328301540879727226.wav,label_19328301540879727226.txt
19328301540879810694.wav,label_19328301540879810694.txt
1932881542085519714.wav,label_1932881542085519714.txt
1932881542085598683.wav,label_1932881542085598683.txt
19329111500606343038.wav,label_19329111500606343038.txt
19329111500606424973.wav,label_19329111500606424973.txt
193310201545025415554.wav,label_193310201545025415554.txt
193310201545025500720.wav,label_193310201545025500720.txt
19331071463555384598.wav,label_19331071463555384598.txt
19331071463555467645.wav,label_19331071463555467645.txt
193311291506047245655.wav,label_193311291506047245655.txt
193311291506047326373.wav,label_193311291506047326373.txt
19333121540530451921.wav,label_19333121540530451921.txt
19333121540530531015.wav,label_19333121540530531015.txt
19333161492405159711.wav,label_19333161492405159711.txt
19334271527123534128.wav,label_19334271527123534128.txt
19334271527123630665.wav,label_19334271527123630665.txt
1933461505355911588.wav,label_1933461505355911588.txt
1933461505356011476.wav,label_1933461505356011476.txt
19335251490596645892.wav,label_19335251490596645892.txt
19335251490596730220.wav,label_19335251490596730220.txt
19336251548986895046.wav,label_19336251548986895046.txt
19336251548986974747.wav,label_19336251548986974747.txt
19336251548990664186.wav,label_19336251548990664186.txt
19336251548990742578.wav,label_19336251548990742578.txt
1933771457579781360.wav,label_1933771457579781360.txt
19339141561439902647.wav,label_19339141561439902647.txt
19339141561439982042.wav,label_19339141561439982042.txt
19339141561443917460.wav,label_19339141561443917460.txt
19339141561443998579.wav,label_19339141561443998579.txt
19339151544328535130.wav,label_19339151544328535130.txt
19339151544328628892.wav,label_19339151544328628892.txt
193411151521175959626.wav,label_193411151521175959626.txt
193411151521176051246.wav,label_193411151521176051246.txt
19341151534050364018.wav,label_19341151534050364018.txt
19341151534050465266.wav,label_19341151534050465266.txt
19341171507775088240.wav,label_19341171507775088240.txt
19341171507775167932.wav,label_19341171507775167932.txt
193412101499738370470.wav,label_193412101499738370470.txt
193412101499738459360.wav,label_193412101499738459360.txt
19341211519611065141.wav,label_19341211519611065141.txt
19341211519611145579.wav,label_19341211519611145579.txt
1934121552274521369.wav,label_1934121552274521369.txt
1934211463104850281.wav,label_1934211463104850281.txt
1934211463104933382.wav,label_1934211463104933382.txt
19343151492494365441.wav,label_19343151492494365441.txt
19343151492494463641.wav,label_19343151492494463641.txt
19343241458109517710.wav,label_19343241458109517710.txt
1934371497333055305.wav,label_1934371497333055305.txt
1934371497333152504.wav,label_1934371497333152504.txt
19344251545149947393.wav,label_19344251545149947393.txt
19344251545150028975.wav,label_19344251545150028975.txt
19345201548900449342.wav,label_19345201548900449342.txt
19345201548900527943.wav,label_19345201548900527943.txt
19345201548903081995.wav,label_19345201548903081995.txt
19345201548903162127.wav,label_19345201548903162127.txt
19345281496109824389.wav,label_19345281496109824389.txt
19345281496109920666.wav,label_19345281496109920666.txt
1934571465535423405.wav,label_1934571465535423405.txt
1934571465535504283.wav,label_1934571465535504283.txt
1934871518414980673.wav,label_1934871518414980673.txt
1934871518415073150.wav,label_1934871518415073150.txt
1934891497941506122.wav,label_1934891497941506122.txt
1934891497941593107.wav,label_1934891497941593107.txt
19349191495764219273.wav,label_19349191495764219273.txt
19349191495764302993.wav,label_19349191495764302993.txt
19349241529975123657.wav,label_19349241529975123657.txt
19349241529975203921.wav,label_19349241529975203921.txt
19349241561594493209.wav,label_19349241561594493209.txt
19349241561598644280.wav,label_19349241561598644280.txt
19349241561598725345.wav,label_19349241561598725345.txt
193510101505885038714.wav,label_193510101505885038714.txt
193510101505885119374.wav,label_193510101505885119374.txt
193510121504580789959.wav,label_193510121504580789959.txt
193510121504580872696.wav,label_193510121504580872696.txt
193510201506056683731.wav,label_193510201506056683731.txt
193510201506056771332.wav,label_193510201506056771332.txt
19351021472714550759.wav,label_19351021472714550759.txt
19351021472714655022.wav,label_19351021472714655022.txt
19351021529474105770.wav,label_19351021529474105770.txt
19351021529474186439.wav,label_19351021529474186439.txt
193511131541987877701.wav,label_193511131541987877701.txt
193511131541987984695.wav,label_193511131541987984695.txt
193511231535346166682.wav,label_193511231535346166682.txt
193511231535346249657.wav,label_193511231535346249657.txt
193511301489557673491.wav,label_193511301489557673491.txt
193511301489557756898.wav,label_193511301489557756898.txt
19351161520562889577.wav,label_19351161520562889577.txt
19351181501490514785.wav,label_19351181501490514785.txt
19351181501490601500.wav,label_19351181501490601500.txt
193512161458539055149.wav,label_193512161458539055149.txt
193512161458539134128.wav,label_193512161458539134128.txt
193512281457588398757.wav,label_193512281457588398757.txt
193512281457588484892.wav,label_193512281457588484892.txt
193512281536538401665.wav,label_193512281536538401665.txt
193512281536538493645.wav,label_193512281536538493645.txt
19351231503984475952.wav,label_19351231503984475952.txt
19351231503984559560.wav,label_19351231503984559560.txt
19351281457677482081.wav,label_19351281457677482081.txt
1935191457502000673.wav,label_1935191457502000673.txt
1935191457502093882.wav,label_1935191457502093882.txt
1935191518057383947.wav,label_1935191518057383947.txt
1935191518057464745.wav,label_1935191518057464745.txt
19352111517392985577.wav,label_19352111517392985577.txt
19352111517444562914.wav,label_19352111517444562914.txt
19352141453428306517.wav,label_19352141453428306517.txt
19352141453428407854.wav,label_19352141453428407854.txt
19352151464936425467.wav,label_19352151464936425467.txt
19352151464936518377.wav,label_19352151464936518377.txt
19352161502333843816.wav,label_19352161502333843816.txt
19352281508303334514.wav,label_19352281508303334514.txt
19352281508303426003.wav,label_19352281508303426003.txt
19353141492409033312.wav,label_19353141492409033312.txt
19353141492409112701.wav,label_19353141492409112701.txt
19353241497838568072.wav,label_19353241497838568072.txt
19353241497838653796.wav,label_19353241497838653796.txt
19354101489629707500.wav,label_19354101489629707500.txt
19354101489629788212.wav,label_19354101489629788212.txt
19354171504747042143.wav,label_19354171504747042143.txt
19354191526274252997.wav,label_19354191526274252997.txt
19354191526274344571.wav,label_19354191526274344571.txt
19354231452742037485.wav,label_19354231452742037485.txt
19354241491977635105.wav,label_19354241491977635105.txt
19354241491977718964.wav,label_19354241491977718964.txt
1935481463118800324.wav,label_1935481463118800324.txt
1935481463118880393.wav,label_1935481463118880393.txt
1935481520218211688.wav,label_1935481520218211688.txt
1935481520218292134.wav,label_1935481520218292134.txt
19355231456121340021.wav,label_19355231456121340021.txt
19355231456121419809.wav,label_19355231456121419809.txt
1935561457935738968.wav,label_1935561457935738968.txt
1935571506042657665.wav,label_1935571506042657665.txt
1935571506042743269.wav,label_1935571506042743269.txt
1935581538121898251.wav,label_1935581538121898251.txt
19356291539928419443.wav,label_19356291539928419443.txt
19356291539928518896.wav,label_19356291539928518896.txt
1935711467785619296.wav,label_1935711467785619296.txt
1935711467785713661.wav,label_1935711467785713661.txt
19357171541739802771.wav,label_19357171541739802771.txt
19357171541739883798.wav,label_19357171541739883798.txt
1935721505352412520.wav,label_1935721505352412520.txt
1935721505352507254.wav,label_1935721505352507254.txt
19358131506480419040.wav,label_19358131506480419040.txt
19358281548396151752.wav,label_19358281548396151752.txt
19358281548396231419.wav,label_19358281548396231419.txt
19359271519190696573.wav,label_19359271519190696573.txt
193610151526001290079.wav,label_193610151526001290079.txt
193610151526001370948.wav,label_193610151526001370948.txt
19361061455254219056.wav,label_19361061455254219056.txt
19361061455254313887.wav,label_19361061455254313887.txt
193611281551366892492.wav,label_193611281551366892492.txt
193611281551366972312.wav,label_193611281551366972312.txt
193611301459751882816.wav,label_193611301459751882816.txt
193611301459751963320.wav,label_193611301459751963320.txt
19361141558053860416.wav,label_19361141558053860416.txt
19361141558053953145.wav,label_19361141558053953145.txt
19361201538007853112.wav,label_19361201538007853112.txt
19361201538007958117.wav,label_19361201538007958117.txt
193612151474264947210.wav,label_193612151474264947210.txt
193612151474265040982.wav,label_193612151474265040982.txt
193612191460357445056.wav,label_193612191460357445056.txt
193612191460357531201.wav,label_193612191460357531201.txt
193612261452912813461.wav,label_193612261452912813461.txt
193612261452912916643.wav,label_193612261452912916643.txt
193612261453078327278.wav,label_193612261453078327278.txt
193612261453078406723.wav,label_193612261453078406723.txt
19361291457658842716.wav,label_19361291457658842716.txt
19361291457658921034.wav,label_19361291457658921034.txt
19362101496215074122.wav,label_19362101496215074122.txt
19362101496215156014.wav,label_19362101496215156014.txt
19362121520473148056.wav,label_19362121520473148056.txt
19362121520473240541.wav,label_19362121520473240541.txt
19362131490078329957.wav,label_19362131490078329957.txt
19362131490078412085.wav,label_19362131490078412085.txt
19362201505269330911.wav,label_19362201505269330911.txt
19362251531284458042.wav,label_19362251531284458042.txt
19362251531284539142.wav,label_19362251531284539142.txt
1936241455246765806.wav,label_1936241455246765806.txt
1936241455246844582.wav,label_1936241455246844582.txt
19363151468814346313.wav,label_19363151468814346313.txt
19363151468814453794.wav,label_19363151468814453794.txt
19363191461305173629.wav,label_19363191461305173629.txt
19363191461305252828.wav,label_19363191461305252828.txt
19363191467876054329.wav,label_19363191467876054329.txt
19363191467876147725.wav,label_19363191467876147725.txt
19363191529299124585.wav,label_19363191529299124585.txt
19363191529299205798.wav,label_19363191529299205798.txt
19363291494565868411.wav,label_19363291494565868411.txt
19363311491268593953.wav,label_19363311491268593953.txt
19364121499396109958.wav,label_19364121499396109958.txt
19364121499396191407.wav,label_19364121499396191407.txt
1936421487319847674.wav,label_1936421487319847674.txt
1936421487319941475.wav,label_1936421487319941475.txt
1936421553234996372.wav,label_1936421553234996372.txt
1936421553235080166.wav,label_1936421553235080166.txt
19364301492499088543.wav,label_19364301492499088543.txt
19364301492499171304.wav,label_19364301492499171304.txt
19364301555379484330.wav,label_19364301555379484330.txt
19364301555379577144.wav,label_19364301555379577144.txt
19364301555383049131.wav,label_19364301555383049131.txt
19364301555383134539.wav,label_19364301555383134539.txt
19365171465364951807.wav,label_19365171465364951807.txt
19365171465365034390.wav,label_19365171465365034390.txt
19367111505440915049.wav,label_19367111505440915049.txt
19367141493190806158.wav,label_19367141493190806158.txt
19367141493190888399.wav,label_19367141493190888399.txt
19367171540426628117.wav,label_19367171540426628117.txt
19367171540426726798.wav,label_19367171540426726798.txt
19367171552631334214.wav,label_19367171552631334214.txt
1936721550032383696.wav,label_1936721550032383696.txt
1936721550032511048.wav,label_1936721550032511048.txt
1936721550037190196.wav,label_1936721550037190196.txt
1936721550037282003.wav,label_1936721550037282003.txt
1936771545614349395.wav,label_1936771545614349395.txt
1936771545614436427.wav,label_1936771545614436427.txt
19368141553127131551.wav,label_19368141553127131551.txt
19368261504058843725.wav,label_19368261504058843725.txt
19368261504058943848.wav,label_19368261504058943848.txt
19369131465872816309.wav,label_19369131465872816309.txt
19369131465872908193.wav,label_19369131465872908193.txt
19369131517537759465.wav,label_19369131517537759465.txt
19369131517537839747.wav,label_19369131517537839747.txt
19369211526887258421.wav,label_19369211526887258421.txt
19369211526887336033.wav,label_19369211526887336033.txt
1936971530494364687.wav,label_1936971530494364687.txt
1936971530494444125.wav,label_1936971530494444125.txt
193710201534745037917.wav,label_193710201534745037917.txt
193710201534745124881.wav,label_193710201534745124881.txt
193710221457058792612.wav,label_193710221457058792612.txt
193710221457058885260.wav,label_193710221457058885260.txt
193710231508389859770.wav,label_193710231508389859770.txt
193710231508389940205.wav,label_193710231508389940205.txt
193711191492565569243.wav,label_193711191492565569243.txt
193711191492565649952.wav,label_193711191492565649952.txt
193711231497329585989.wav,label_193711231497329585989.txt
193711231497329679743.wav,label_193711231497329679743.txt
193711291496812229467.wav,label_193711291496812229467.txt
193711291496812323735.wav,label_193711291496812323735.txt
19371131553050922303.wav,label_19371131553050922303.txt
19371131553051001332.wav,label_19371131553051001332.txt
19371131556970503842.wav,label_19371131556970503842.txt
19371131556970596352.wav,label_19371131556970596352.txt
19371181463035023193.wav,label_19371181463035023193.txt
19371211464850074363.wav,label_19371211464850074363.txt
19371211464850163386.wav,label_19371211464850163386.txt
193712241538701751312.wav,label_193712241538701751312.txt
193712241538701828660.wav,label_193712241538701828660.txt
19371261505183141919.wav,label_19371261505183141919.txt
19371261505183222028.wav,label_19371261505183222028.txt
1937141543798840461.wav,label_1937141543798840461.txt
1937141543798924586.wav,label_1937141543798924586.txt
1937151529988292246.wav,label_1937151529988292246.txt
1937151529988380448.wav,label_1937151529988380448.txt
1937181521529347727.wav,label_1937181521529347727.txt
1937181521529434690.wav,label_1937181521529434690.txt
19372191531374588461.wav,label_19372191531374588461.txt
19372191531374674147.wav,label_19372191531374674147.txt
19372251434032056085.wav,label_19372251434032056085.txt
19372251434032152259.wav,label_19372251434032152259.txt
1937251458266413887.wav,label_1937251458266413887.txt
1937251458266496320.wav,label_1937251458266496320.txt
19373131525830928395.wav,label_19373131525830928395.txt
19373241549603304517.wav,label_19373241549603304517.txt
19373241549603406690.wav,label_19373241549603406690.txt
19373241549606895638.wav,label_19373241549606895638.txt
19373241549606980297.wav,label_19373241549606980297.txt
1937421462772554187.wav,label_1937421462772554187.txt
1937421462772636210.wav,label_1937421462772636210.txt
1937421517807553833.wav,label_1937421517807553833.txt
1937421517807633397.wav,label_1937421517807633397.txt
1937441540886769848.wav,label_1937441540886769848.txt
1937441540886851835.wav,label_1937441540886851835.txt
1937571550448660996.wav,label_1937571550448660996.txt
1937571550448759343.wav,label_1937571550448759343.txt
1937641506315031286.wav,label_1937641506315031286.txt
1937641506315112738.wav,label_1937641506315112738.txt
1937651531458143213.wav,label_1937651531458143213.txt
1937651531458257421.wav,label_1937651531458257421.txt
1937711553652479796.wav,label_1937711553652479796.txt
1937711553655686420.wav,label_1937711553655686420.txt
1937711553655767389.wav,label_1937711553655767389.txt
19377201492140126776.wav,label_19377201492140126776.txt
19377201492140206514.wav,label_19377201492140206514.txt
19377221503455313783.wav,label_19377221503455313783.txt
19377221503455395193.wav,label_19377221503455395193.txt
1937781458802017671.wav,label_1937781458802017671.txt
1937781458802110716.wav,label_1937781458802110716.txt
1937781520313805367.wav,label_1937781520313805367.txt
1937781520313897476.wav,label_1937781520313897476.txt
19378151458785950087.wav,label_19378151458785950087.txt
19378151458786041640.wav,label_19378151458786041640.txt
1937831518401174742.wav,label_1937831518401174742.txt
1937831518401267029.wav,label_1937831518401267029.txt
1937831523945444537.wav,label_1937831523945444537.txt
1937831523945526688.wav,label_1937831523945526688.txt
19379131537247430118.wav,label_19379131537247430118.txt
19379151464675466280.wav,label_19379151464675466280.txt
19379151464675548555.wav,label_19379151464675548555.txt
19379181539925803615.wav,label_19379181539925803615.txt
19379181539925883212.wav,label_19379181539925883212.txt
1937931524121095025.wav,label_1937931524121095025.txt
1937931524121211390.wav,label_1937931524121211390.txt
1937951544162265394.wav,label_1937951544162265394.txt
1937951544162350002.wav,label_1937951544162350002.txt
193811131506318346847.wav,label_193811131506318346847.txt
193811131506318427315.wav,label_193811131506318427315.txt
193811181460962816563.wav,label_193811181460962816563.txt
193811181460962899204.wav,label_193811181460962899204.txt
19381131500355393819.wav,label_19381131500355393819.txt
19381131500355487799.wav,label_19381131500355487799.txt
19381151489125532732.wav,label_19381151489125532732.txt
19381151489125613361.wav,label_19381151489125613361.txt
193812131493096592529.wav,label_193812131493096592529.txt
193812131493096688139.wav,label_193812131493096688139.txt
193812221501571177664.wav,label_193812221501571177664.txt
193812221501571261384.wav,label_193812221501571261384.txt
193812261495502108411.wav,label_193812261495502108411.txt
193812261495502201820.wav,label_193812261495502201820.txt
19381301490683889252.wav,label_19381301490683889252.txt
19381301490683979116.wav,label_19381301490683979116.txt
1938151505871358153.wav,label_1938151505871358153.txt
1938161531099428584.wav,label_1938161531099428584.txt
19382151508292667034.wav,label_19382151508292667034.txt
19382151508292766870.wav,label_19382151508292766870.txt
19382161490160088524.wav,label_19382161490160088524.txt
19382161490160180672.wav,label_19382161490160180672.txt
19382161556521921348.wav,label_19382161556521921348.txt
19382161556522004090.wav,label_19382161556522004090.txt
19383101497420516488.wav,label_19383101497420516488.txt
1938311494810625749.wav,label_1938311494810625749.txt
1938311494810708773.wav,label_1938311494810708773.txt
19383121472010407384.wav,label_19383121472010407384.txt
19383121472010486714.wav,label_19383121472010486714.txt
19383121528693959507.wav,label_19383121528693959507.txt
19383121528694043403.wav,label_19383121528694043403.txt
1938371527814337309.wav,label_1938371527814337309.txt
1938371527814417872.wav,label_1938371527814417872.txt
1938371559880082836.wav,label_1938371559880082836.txt
1938371559880193325.wav,label_1938371559880193325.txt
1938371559884664653.wav,label_1938371559884664653.txt
1938371559884781073.wav,label_1938371559884781073.txt
19384121518069382253.wav,label_19384121518069382253.txt
19384121518069474218.wav,label_19384121518069474218.txt
19385131538890170772.wav,label_19385131538890170772.txt
19385131538890250283.wav,label_19385131538890250283.txt
19385231485514767495.wav,label_19385231485514767495.txt
19385231485514854105.wav,label_19385231485514854105.txt
1938551533690540588.wav,label_1938551533690540588.txt
1938551533690618086.wav,label_1938551533690618086.txt
19386121505716198849.wav,label_19386121505716198849.txt
19386121505716283204.wav,label_19386121505716283204.txt
19386131530774471743.wav,label_19386131530774471743.txt
19386131530774554917.wav,label_19386131530774554917.txt
19386151458799019746.wav,label_19386151458799019746.txt
19386151458799099847.wav,label_19386151458799099847.txt
19386151517014774416.wav,label_19386151517014774416.txt
19386151517014855426.wav,label_19386151517014855426.txt
19386171453348340112.wav,label_19386171453348340112.txt
19386171453348420587.wav,label_19386171453348420587.txt
19386171519265749232.wav,label_19386171519265749232.txt
19386251468288720321.wav,label_19386251468288720321.txt
19386251468288803335.wav,label_19386251468288803335.txt
1938681505096551642.wav,label_1938681505096551642.txt
19387241538024024708.wav,label_19387241538024024708.txt
19387241538024103387.wav,label_19387241538024103387.txt
19388171458178218966.wav,label_19388171458178218966.txt
19388171458178298133.wav,label_19388171458178298133.txt
1938821519195253178.wav,label_1938821519195253178.txt
19389101489124691446.wav,label_19389101489124691446.txt
19389101489124775601.wav,label_19389101489124775601.txt
19389131465538774374.wav,label_19389131465538774374.txt
19389131465538853292.wav,label_19389131465538853292.txt
19389131521606094819.wav,label_19389131521606094819.txt
19389161530861564460.wav,label_19389161530861564460.txt
1938931458270499880.wav,label_1938931458270499880.txt
1938931458270591850.wav,label_1938931458270591850.txt
1938931491963660403.wav,label_1938931491963660403.txt
1938931491963752448.wav,label_1938931491963752448.txt
1938991493173755103.wav,label_1938991493173755103.txt
1938991493173836669.wav,label_1938991493173836669.txt
19391031520835697674.wav,label_19391031520835697674.txt
19391031520835791420.wav,label_19391031520835791420.txt
19391081493096934148.wav,label_19391081493096934148.txt
19391081493097015574.wav,label_19391081493097015574.txt
19391111492578940103.wav,label_19391111492578940103.txt
19391111492579033400.wav,label_19391111492579033400.txt
193911151496628671030.wav,label_193911151496628671030.txt
193911151496628762557.wav,label_193911151496628762557.txt
193911201517895286071.wav,label_193911201517895286071.txt
193911201517895368331.wav,label_193911201517895368331.txt
19391131503987745860.wav,label_19391131503987745860.txt
19391131503987831106.wav,label_19391131503987831106.txt
193912111526263301090.wav,label_193912111526263301090.txt
193912151494386537887.wav,label_193912151494386537887.txt
193912151494386624470.wav,label_193912151494386624470.txt
193912221553569995939.wav,label_193912221553569995939.txt
19391251489372014624.wav,label_19391251489372014624.txt
19391251489372099137.wav,label_19391251489372099137.txt
19391261464658701710.wav,label_19391261464658701710.txt
19391261464658794433.wav,label_19391261464658794433.txt
19391271555479101677.wav,label_19391271555479101677.txt
19391271555479185260.wav,label_19391271555479185260.txt
1939221492658549283.wav,label_1939221492658549283.txt
1939221492658628072.wav,label_1939221492658628072.txt
1939261521514634551.wav,label_1939261521514634551.txt
1939261521514715330.wav,label_1939261521514715330.txt
1939291533183092644.wav,label_1939291533183092644.txt
19393201471232471870.wav,label_19393201471232471870.txt
19393201471232592335.wav,label_19393201471232592335.txt
19393201471232767508.wav,label_19393201471232767508.txt
19393201471232851007.wav,label_19393201471232851007.txt
19393201507615294303.wav,label_19393201507615294303.txt
19393201507615385791.wav,label_19393201507615385791.txt
19393251494391060189.wav,label_19393251494391060189.txt
19393301550801518999.wav,label_19393301550801518999.txt
19393301550801615579.wav,label_19393301550801615579.txt
1939331544760128066.wav,label_1939331544760128066.txt
1939331544760227966.wav,label_1939331544760227966.txt
1939341453688128571.wav,label_1939341453688128571.txt
1939341520391537634.wav,label_1939341520391537634.txt
1939341520391629940.wav,label_1939341520391629940.txt
1939381538354857656.wav,label_1939381538354857656.txt
1939381538354935677.wav,label_1939381538354935677.txt
19394131552540405101.wav,label_19394131552540405101.txt
19394131552540488226.wav,label_19394131552540488226.txt
19394131552543553681.wav,label_19394131552543553681.txt
19394141461808044054.wav,label_19394141461808044054.txt
19394151518484475482.wav,label_19394151518484475482.txt
19394151518484555336.wav,label_19394151518484555336.txt
19394271497326120665.wav,label_19394271497326120665.txt
19394271497326199350.wav,label_19394271497326199350.txt
1939461533807005405.wav,label_1939461533807005405.txt
1939461533807097874.wav,label_1939461533807097874.txt
1939461533871020638.wav,label_1939461533871020638.txt
1939461533871122795.wav,label_1939461533871122795.txt
1939461535704011265.wav,label_1939461535704011265.txt
1939461535704102612.wav,label_1939461535704102612.txt
19395101495084013171.wav,label_19395101495084013171.txt
19395101495084094480.wav,label_19395101495084094480.txt
19395171487213889525.wav,label_19395171487213889525.txt
19395171487213990741.wav,label_19395171487213990741.txt
19395251507771106441.wav,label_19395251507771106441.txt
19395251507771196424.wav,label_19395251507771196424.txt
19396281553058712273.wav,label_19396281553058712273.txt
19396281553058797383.wav,label_19396281553058797383.txt
19396281553063864476.wav,label_19396281553063864476.txt
19396281553063946647.wav,label_19396281553063946647.txt
1939631504072878294.wav,label_1939631504072878294.txt
1939631504072971652.wav,label_1939631504072971652.txt
19397231517098676616.wav,label_19397231517098676616.txt
19397241464314464385.wav,label_19397241464314464385.txt
1939731492247019981.wav,label_1939731492247019981.txt
1939731492247112632.wav,label_1939731492247112632.txt
1939781495506248349.wav,label_1939781495506248349.txt
1939781495506342353.wav,label_1939781495506342353.txt
19398141536130781701.wav,label_19398141536130781701.txt
19398141536130860403.wav,label_19398141536130860403.txt
19398191497924033241.wav,label_19398191497924033241.txt
19398191497924111904.wav,label_19398191497924111904.txt
19398251461121304490.wav,label_19398251461121304490.txt
19398251461121398362.wav,label_19398251461121398362.txt
19399151537515500752.wav,label_19399151537515500752.txt
19399151537515587801.wav,label_19399151537515587801.txt
19399181522817249585.wav,label_19399181522817249585.txt
19399181522817330137.wav,label_19399181522817330137.txt
194010101454642433962.wav,label_194010101454642433962.txt
194010101454642525064.wav,label_194010101454642525064.txt
194010111533795600619.wav,label_194010111533795600619.txt
194010191458277374855.wav,label_194010191458277374855.txt
194010191458277467537.wav,label_194010191458277467537.txt
194010281517899614640.wav,label_194010281517899614640.txt
194010291530515320993.wav,label_194010291530515320993.txt
194010291530515401350.wav,label_194010291530515401350.txt
19401031495678630514.wav,label_19401031495678630514.txt
19401031495678729210.wav,label_19401031495678729210.txt
194011101524547688197.wav,label_194011101524547688197.txt
194011101524547772246.wav,label_194011101524547772246.txt
194011121488852734070.wav,label_194011121488852734070.txt
194011121488852814045.wav,label_194011121488852814045.txt
194011171487208319022.wav,label_194011171487208319022.txt
194011171487208411285.wav,label_194011171487208411285.txt
194011181554705243928.wav,label_194011181554705243928.txt
194011181554705327729.wav,label_194011181554705327729.txt
19401121453172828565.wav,label_19401121453172828565.txt
19401121521005309479.wav,label_19401121521005309479.txt
19401121521005388962.wav,label_19401121521005388962.txt
19401121526620396470.wav,label_19401121526620396470.txt
19401121526620489227.wav,label_19401121526620489227.txt
19401131467006969240.wav,label_19401131467006969240.txt
19401131467007050889.wav,label_19401131467007050889.txt
19401131493273410431.wav,label_19401131493273410431.txt
19401131501735548502.wav,label_19401131501735548502.txt
19401131501735629249.wav,label_19401131501735629249.txt
19401131522980795492.wav,label_19401131522980795492.txt
19401131522980874458.wav,label_19401131522980874458.txt
19401211466039749608.wav,label_19401211466039749608.txt
19401211466039834651.wav,label_19401211466039834651.txt
194012301455505788040.wav,label_194012301455505788040.txt
19401251459145266039.wav,label_19401251459145266039.txt
19401251459145347453.wav,label_19401251459145347453.txt
19401261490322241635.wav,label_19401261490322241635.txt
19401261490322323720.wav,label_19401261490322323720.txt
19401261552974182670.wav,label_19401261552974182670.txt
19401261552974275662.wav,label_19401261552974275662.txt
